OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Trichomonas.vaginalis,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis,Pseudomonas.protegens
OB_S100_A10000000_D1_R75_PathoScope2,0,11491,0,0,0,0,0,0,30760.5,0,7259732,0,0,62909.5,0,0,42589.5,0,0,0,0,0,0,45417.5,0,69265,143160,22713.5,0,280608.5,0,0,0,0,0,711680.5,108909,31907.5,0,0,51588.5,28769,0,62534,30689.5,0,0,0,20928.5,30989.5,0,22285,0,0,0,0,0,0,0,21083.5,83403,30359,32354.5,42468,0,42092.5,0,0,0,0,0,0,0,0,0,159391.5,0,0,0,22438.5,0,0,0,59821.5,0,15621,0,0,0,156772,0,0,0,0,0,74454,39259.5,0,0,57675,0,0,0,0,60451.5,0,0,30395,27076.5,145141.5,95972,0,21881.5,7853.5,18049.5,42540,0,37608,0,101771,0
OB_S100_A10000000_D1_R75_Taxator-tk,0,7724.5,0,0,0,0,0,0,533.5,0,430026,0,0,38311.5,0,0,27069.5,0,0,0,0,0,0,0,0,1044.5,115477,5286.5,0,226150,0,0,0,0,0,628426,1204,607.5,0,0,20254.5,4246.5,0,50999.5,226,0,0,0,439,445.5,0,3738.5,0,0,0,0,0,0,0,10657,60858,20996.5,13731.5,27621,0,32505,0,0,0,0,0,0,0,0,0,70764,0,0,0,12496,0,0,0,0,0,11995.5,0,0,0,8489,0,0,0,0,0,47262,7362,0,0,17134.5,0,0,0,0,22075,0,0,218.5,11037.5,96530,69709,0,310.5,431.5,460.5,4097.5,0,10452.5,0,10331,0
OB_S100_A10000000_D1_Rall,0,11336,0,0,0,0,0,0,61349,0,5127648,0,0,128688,0,0,69565,0,0,0,0,0,0,145793,0,51248,229931,38791,0,258501,0,0,0,0,0,576985,100519,65899,0,0,92915,71247,0,125923,59204,0,0,0,29487,61207,0,38841,0,0,0,0,0,0,0,26995,155997,41541,70688,69278,0,56154,0,0,0,0,0,0,0,0,0,288396,0,0,0,38379,0,0,0,94569,0,9445,0,0,0,262528,0,0,0,76406,0,103674,61880,0,0,108571,0,0,0,0,122341,0,0,63101,49855,267466,205922,0,36648,9220,25294,148812,1000000,80115,0,88252,0
OB_S100_A10000000_D10_R1000_Centrifuge,0,574968,0,0,0,0,0,0,17381,0,1069220,0,0,55993.5,0,0,45153,0,0,0,0,0,0,0,0,202906,410161,31555.5,0,310146,0,0,0,0,0,1879300,62361,41311.5,0,0,42451,31119.5,0,62252.5,23860.5,0,0,0,32842.5,64733.5,0,21930,0,0,0,0,0,0,0,158282,144290,161225,82792,261618,0,488346,0,0,0,0,0,0,0,0,0,330436,0,0,0,98743,0,0,0,252688,0,187369,0,0,0,181877,0,0,0,0,0,283388,118391,0,0,205346,0,0,0,0,87025.5,0,0,24169,8790.5,226249,118906,0,45406.5,59463.5,51436.5,86810.5,0,128775,0,106511,0
OB_S100_A10000000_D10_R1000_Kraken,0,531445,0,0,0,0,0,0,34754,0,1381195,0,0,110026,0,0,68558,0,0,0,0,0,0,0,0,405798,453013,45906,0,578193,0,0,0,0,0,861497,124732,82561,0,0,84815,62033,0,101860,47262,0,0,0,65688,65798,0,29898,0,0,0,0,0,0,0,77177,195664,160221,137580,265253,0,390572,0,0,0,0,0,0,0,0,0,159899,0,0,0,182426,0,0,0,152315,0,297591,0,0,0,306558,0,0,0,0,0,36235,159128,0,0,100173,0,0,0,0,153995,0,0,47535,16107,203037,69737,0,90606,118557,102875,13846,0,256356,0,9773,0
OB_S100_A10000000_D10_R1000_MetaPhlan2,0,276059,0,0,0,0,0,0,0,0,317640,0,0,96742,0,0,50916,0,0,0,0,0,0,0,0,0,202632,154135,0,309849,0,0,0,0,0,135912,444216,0,0,0,229381,0,0,80142,323964,0,0,0,0,249071,0,335398,0,0,0,0,0,0,0,116437,258179,151449,482863,0,0,106685,0,0,0,0,0,0,0,0,0,194645,0,0,0,410615,0,0,0,204817,0,110725,0,0,0,10466,0,0,0,0,0,101092,464287,0,0,582456,0,0,0,0,0,0,0,303981,40874,52125,80872,0,556701,0,600290,141996,0,0,0,55478,0
OB_S100_A10000000_D10_R1000_PathoScope2,0,533486.5,0,0,0,0,0,0,34365,0,1255954.5,0,0,110355,0,0,78192,0,0,0,0,0,0,63480,0,405247,452386.5,46990,0,579780.5,0,0,0,0,0,1543452.5,124635,81749.5,0,0,84851,62255,0,102383.5,47490.5,0,0,0,65575,65814,0,30000.5,0,0,0,0,0,0,0,161073,195590,160352.5,137613,269879,0,390625,0,0,0,0,0,0,0,0,0,363964.5,0,0,0,182980,0,0,0,256241,0,297643,0,0,0,306450,0,0,0,0,0,328136,160778,0,0,240744,0,0,0,0,158621,0,0,44321,15842,205599,146727,0,90018.5,118117,102668,90003,0,256955,0,194596,0
OB_S100_A10000000_D10_R1000_Taxator-tk,0,498647,0,0,0,0,0,0,2008,0,560386,0,0,101242,0,0,66154,0,0,0,0,0,0,0,0,18423,442826,27726,0,555997,0,0,0,0,0,1503375,5567,5136,0,0,70073,25128.5,0,98111,1381,0,0,0,4301,3933,0,15372,0,0,0,0,0,0,0,151522,174380,153665,115117,253041,0,380341,0,0,0,0,0,0,0,0,0,339596,0,0,0,170161,0,0,0,0,0,286614,0,0,0,64688,0,0,0,0,0,318836,76692,0,0,172645,0,0,0,0,128579,0,0,940,12895,195657,143207,0,3767,13610,9006,39949.5,0,159995,0,88420,0
OB_S100_A10000000_D10_R150_Centrifuge,0,602694,0,0,0,0,0,0,17437,0,865722,0,0,55788,0,0,48952.5,0,0,0,0,0,0,0,0,202896,427237,33225.5,0,331635,0,0,0,0,0,1790408,62463,41139.5,0,0,42320.5,31054.5,0,71185,23985.5,0,0,0,32898,64205.5,0,23672.5,0,0,0,0,0,0,0,179708,150413,182214,87668,298568,0,441482,0,0,0,0,0,0,0,0,0,349876,0,0,0,111276,0,0,0,233947,0,245432,0,0,0,181886,0,0,0,0,0,227996,125814,0,0,224418,0,0,0,0,97848,0,0,24431,9174,191885,128000,0,45351.5,59631,51402,66422,0,129029,0,103249,0
OB_S100_A10000000_D10_R150_Kraken,0,530092,0,0,0,0,0,0,34840,0,1305373,0,0,109973,0,0,62723,0,0,0,0,0,0,0,0,405704,452364,45661,0,576427,0,0,0,0,0,703609,124926,82154,0,0,84337,61801,0,102399,47168,0,0,0,65796,64823,0,30043,0,0,0,0,0,0,0,59290,196065,160147,138105,264913,0,391121,0,0,0,0,0,0,0,0,0,124882,0,0,0,182344,0,0,0,127506,0,297717,0,0,0,306241,0,0,0,0,0,24859,159176,0,0,82833,0,0,0,0,153367,0,0,47649,15908,202022,48643,0,90275,118697,102796,8693,0,256468,0,5262,0
OB_S100_A10000000_D10_R150_MetaPhlan2,0,254856,0,0,0,0,0,0,0,0,400596,0,0,80296,0,0,44871,0,0,0,0,0,0,0,0,0,181780,131050,0,355652,0,0,0,0,0,124501,395828,0,0,0,220223,0,0,75725,301716,0,0,0,0,221146,0,245994,0,0,0,0,0,0,0,108533,241638,143127,467680,0,0,116612,0,0,0,0,0,0,0,0,0,190139,0,0,0,355988,0,0,0,172608,0,100664,0,0,0,13988,0,0,0,0,0,90503,429588,0,0,516946,0,0,0,0,0,0,0,319470,41974,49283,71542,0,523631,0,504378,119312,0,0,0,48348,0
OB_S100_A10000000_D10_R150_PathoScope2,0,532694,0,0,0,0,0,0,34655.5,0,1201517,0,0,110855,0,0,78877,0,0,0,0,0,0,64206,0,405731,452451.5,45679,0,577918,0,0,0,0,0,1543351.5,124924,82113,0,0,84450,61899,0,102931.5,46896.5,0,0,0,65793.5,64864,0,30189.5,0,0,0,0,0,0,0,161534.5,195983,160336,138077,272089.5,0,391069.5,0,0,0,0,0,0,0,0,0,362530,0,0,0,182569,0,0,0,255019.5,0,297947,0,0,0,306229,0,0,0,0,0,328034,160820,0,0,241054,0,0,0,0,156548,0,0,47143,15787.5,204533,145626.5,0,90272,118748,102768,89995.5,0,256476,0,195435.5,0
OB_S100_A10000000_D10_R150_Taxator-tk,0,442040,0,0,0,0,0,0,950.5,0,365426,0,0,91201,0,0,59417,0,0,0,0,0,0,0,0,10276,417528,16867,0,529346,0,0,0,0,0,1454774,2231,2538,0,0,50456,14488.5,0,94228,682.5,0,0,0,2212.5,1729,0,8055.5,0,0,0,0,0,0,0,114964,164726,137942,84950.5,223896,0,358931,0,0,0,0,0,0,0,0,0,258441,0,0,0,138572,0,0,0,0,0,272430,0,0,0,27943,0,0,0,0,0,274306,45683,0,0,110002,0,0,0,0,90500,0,0,549,9565,175722,130396,0,2034.5,8425,4406,15319,0,110280,0,34364,0
OB_S100_A10000000_D10_R300_Centrifuge,0,576117,0,0,0,0,0,0,17303,0,951918,0,0,55896.5,0,0,45648.5,0,0,0,0,0,0,0,0,203358,409518,31287,0,308863,0,0,0,0,0,1862580,62120.5,41155.5,0,0,42480.5,31089.5,0,62809.5,23821.5,0,0,0,32884.5,64215.5,0,21887,0,0,0,0,0,0,0,164040,144672,163367,83705.5,266792,0,472398,0,0,0,0,0,0,0,0,0,330964,0,0,0,99153.5,0,0,0,244033,0,190390,0,0,0,181724,0,0,0,0,0,259128,119729,0,0,205786,0,0,0,0,88255,0,0,24212.5,8833.5,215623,119432,0,45261,59499,51285.5,80015,0,129120,0,107262,0
OB_S100_A10000000_D10_R300_Kraken,0,531577,0,0,0,0,0,0,34586,0,1381831,0,0,110225,0,0,68858,0,0,0,0,0,0,0,0,406686,451372,45485,0,575098,0,0,0,0,0,852692,124241,82234,0,0,84859,61982,0,102454,47150,0,0,0,65769,65210,0,29612,0,0,0,0,0,0,0,76304,195825,159798,138583,266632,0,390470,0,0,0,0,0,0,0,0,0,158698,0,0,0,182441,0,0,0,149764,0,297317,0,0,0,306304,0,0,0,0,0,35477,160018,0,0,98996,0,0,0,0,155497,0,0,47602,16265,201960,68506,0,90289,118627,102569,13708,0,256908,0,9331,0
OB_S100_A10000000_D10_R300_MetaPhlan2,0,264155,0,0,0,0,0,0,0,0,360051,0,0,85524,0,0,46986,0,0,0,0,0,0,0,0,0,186330,138655,0,331573,0,0,0,0,0,130085,411639,0,0,0,229267,0,0,78562,314209,0,0,0,0,232296,0,265551,0,0,0,0,0,0,0,111109,250128,146058,474325,0,0,113196,0,0,0,0,0,0,0,0,0,194653,0,0,0,373298,0,0,0,183471,0,105426,0,0,0,12586,0,0,0,0,0,95248,452337,0,0,544700,0,0,0,0,0,0,0,310889,43549,50955,74505,0,546778,0,531613,126944,0,0,0,50847,0
OB_S100_A10000000_D10_R300_PathoScope2,0,533719.5,0,0,0,0,0,0,34447.5,0,1250074.5,0,0,110467.5,0,0,78806,0,0,0,0,0,0,63895,0,406670,451396,45514,0,576784.5,0,0,0,0,0,1543103.5,124241,82209.5,0,0,84880.5,62092.5,0,102868,46892.5,0,0,0,65768,65233.5,0,29730,0,0,0,0,0,0,0,161558.5,195783,159922.5,138580.5,271404.5,0,390465.5,0,0,0,0,0,0,0,0,0,364715.5,0,0,0,182576,0,0,0,254828.5,0,297447,0,0,0,306302,0,0,0,0,0,328025.5,161581.5,0,0,239674,0,0,0,0,157101.5,0,0,47075,16128,203549.5,146194,0,90288.5,118602,102553,90062,0,256910.5,0,195749,0
OB_S100_A10000000_D10_R300_Taxator-tk,0,483216,0,0,0,0,0,0,1363,0,473538,0,0,98724,0,0,64502,0,0,0,0,0,0,0,0,14559,435078,22822.5,0,546941,0,0,0,0,0,1489444,3522.5,3756,0,0,63420.5,20198.5,0,97542.5,1020.5,0,0,0,3106.5,2635,0,11305,0,0,0,0,0,0,0,139866,171258,149022,103924,247112,0,375026,0,0,0,0,0,0,0,0,0,320298,0,0,0,162191,0,0,0,0,0,283052,0,0,0,44971,0,0,0,0,0,308499,61522.5,0,0,147626,0,0,0,0,117573,0,0,724,12071,190508,140422,0,2829.5,10743,6442.5,26438,0,141046,0,58162,0
OB_S100_A10000000_D10_R75_Centrifuge,0,630252,0,0,0,0,0,0,17458,0,772953,0,0,55398.5,0,0,55404,0,0,0,0,0,0,0,0,202746,419108,35720.5,0,396704,0,0,0,0,0,1571620,62255.5,41218,0,0,42984,31348.5,0,86702,24318,0,0,0,33007.5,64388,0,25271.5,0,0,0,0,0,0,0,178844,166132,217525,94991,353693,0,394576,0,0,0,0,0,0,0,0,0,364168,0,0,0,141300,0,0,0,216962,0,346691,0,0,0,182074,0,0,0,0,0,205448,133376,0,0,252369,0,0,0,0,119640,0,0,24681.5,10043,163656,122542,0,45501.5,59702,51460,57396,0,129542,0,101326,0
OB_S100_A10000000_D10_R75_Kraken,0,529458,0,0,0,0,0,0,34804,0,1134546,0,0,106352,0,0,51146,0,0,0,0,0,0,0,0,405299,451549,45648,0,575058,0,0,0,0,0,511451,124508,82171,0,0,84997,62119,0,101370,47208,0,0,0,66010,64521,0,29968,0,0,0,0,0,0,0,41217,196337,159216,137785,260678,0,390158,0,0,0,0,0,0,0,0,0,86435,0,0,0,182493,0,0,0,104834,0,297241,0,0,0,306052,0,0,0,0,0,17193,158202,0,0,62387,0,0,0,0,147988,0,0,47520,16049,200675,30148,0,90022,118338,102906,5094,0,256919,0,2680,0
OB_S100_A10000000_D10_R75_MetaPhlan2,0,252716,0,0,0,0,0,0,0,0,406513,0,0,78952,0,0,43643,0,0,0,0,0,0,0,0,0,180983,129232,0,380804,0,0,0,0,0,123040,394770,0,0,0,204397,0,0,72261,289512,0,0,0,0,221569,0,236302,0,0,0,0,0,0,0,108646,233503,142457,465311,0,0,110409,0,0,0,0,0,0,0,0,0,189654,0,0,0,356265,0,0,0,171325,0,98076,0,0,0,15235,0,0,0,0,0,90183,428350,0,0,512815,0,0,0,0,0,0,0,345350,42575,50854,71666,0,506475,0,502360,119038,0,0,0,48315,0
OB_S100_A10000000_D10_R75_PathoScope2,0,532550,0,0,0,0,0,0,34604.5,0,1090216.5,0,0,110533.5,0,0,78387,0,0,0,0,0,0,63524,0,405438,451880,45666.5,0,576098.5,0,0,0,0,0,1546256,124476,82145,0,0,85431,62208.5,0,102308,47000,0,0,0,65993,64709,0,30119.5,0,0,0,0,0,0,0,161116,196287,159543,137673,271671,0,390484.5,0,0,0,0,0,0,0,0,0,364310.5,0,0,0,183110,0,0,0,255744,0,297617.5,0,0,0,306034.5,0,0,0,0,0,329416,159628.5,0,0,242277.5,0,0,0,0,155789.5,0,0,47174.5,15930.5,205340,145282,0,90190.5,118530,102868,89483,0,256893.5,0,195000.5,0
OB_S100_A10000000_D10_R75_Taxator-tk,0,356870,0,0,0,0,0,0,593,0,227922,0,0,67570,0,0,48163,0,0,0,0,0,0,0,0,6286,364392,10591.5,0,463850,0,0,0,0,0,1364359,1329,1548,0,0,33237.5,9296,0,83553.5,405.5,0,0,0,1420,921,0,4996.5,0,0,0,0,0,0,0,80832,144160,109936,58154.5,170375,0,300046,0,0,0,0,0,0,0,0,0,161860,0,0,0,102248,0,0,0,0,0,230150,0,0,0,15288,0,0,0,0,0,209380,29838,0,0,69442.5,0,0,0,0,56458.5,0,0,356.5,6666.5,136875,107453,0,1311.5,6110,2657,8733,0,71742.5,0,20136.5,0
OB_S100_A10000000_D10_Rall,0,305329,0,0,0,0,0,0,52101,0,325633,0,0,168494,0,0,93796,0,0,0,0,0,0,153149,0,223652,540394,58591,0,394031,0,0,0,0,0,907809,85340,126261,0,0,113428,113441,0,153999,67635,0,0,0,70106,96690,0,38689,0,0,0,0,0,0,0,152504,273720,161753,223689,324115,0,387014,0,0,0,0,0,0,0,0,0,488573,0,0,0,229201,0,0,0,300857,0,134970,0,0,0,361322,0,0,0,108645,0,340284,186686,0,0,328082,0,0,0,0,233866,0,0,72983,21935,281523,234084,0,112095,103221,107154,234078,1000000,293554,0,126279,0
OB_S100_A10000000_D100_R1000_Centrifuge,0,507928,0,0,0,0,0,0,35250.5,0,943396,0,0,69632,0,0,136194,0,0,0,0,0,0,0,0,95555.5,559972,55855,0,245690,0,0,0,0,0,1554530,76368,34474,0,0,78969,28770.5,0,84971,37179,0,0,0,49106,69382.5,0,59969,0,0,0,0,0,0,0,221094,154955,198906,38801.5,159402,0,398094,0,0,0,0,0,0,0,0,0,413988,0,0,0,45081.5,0,0,0,250000,0,146620,0,0,0,191838,0,0,0,0,0,364814,133432,0,0,130246,0,0,0,0,78429.5,0,0,34772.5,41748,418352,155984,0,42412.5,60926,50452.5,78855.5,0,140558,0,88734,0
OB_S100_A10000000_D100_R1000_Kraken,0,422921,0,0,0,0,0,0,70499,0,1177508,0,0,136965,0,0,110814,0,0,0,0,0,0,0,0,191103,615566,81911,0,459589,0,0,0,0,0,720252,152743,68906,0,0,157783,57388,0,139176,73780,0,0,0,98222,70524,0,81430,0,0,0,0,0,0,0,101214,228838,207139,64513,171014,0,318285,0,0,0,0,0,0,0,0,0,221361,0,0,0,83270,0,0,0,173046,0,232289,0,0,0,334650,0,0,0,0,0,42472,179231,0,0,67523,0,0,0,0,138501,0,0,68572,76887,376129,94828,0,84643,121536,100911,14217,0,280427,0,8097,0
OB_S100_A10000000_D100_R1000_MetaPhlan2,0,191064,0,0,0,0,0,0,0,0,209402,0,0,105554,0,0,106041,0,0,0,0,0,0,0,0,0,237566,241645,0,190498,0,0,0,0,0,108409,473169,0,0,0,376568,0,0,95820,442643,0,0,0,0,233254,0,397225,0,0,0,0,0,0,0,139818,252742,169424,192638,0,0,75624,0,0,0,0,0,0,0,0,0,216625,0,0,0,161197,0,0,0,183132,0,74408,0,0,0,7581,0,0,0,0,0,108239,458123,0,0,327575,0,0,0,0,0,0,0,392434,179458,86118,94262,0,453639,0,510726,109825,0,0,0,40192,0
OB_S100_A10000000_D100_R1000_PathoScope2,0,425157,0,0,0,0,0,0,70073.5,0,1052222,0,0,137049,0,0,173564,0,0,0,0,0,0,87439,0,190856,615680,81924,0,460015.5,0,0,0,0,0,1421647,152613,68498.5,0,0,157849,57351,0,140904,72217.5,0,0,0,98107,70130.5,0,81335,0,0,0,0,0,0,0,222012,229314,207338,64585,173969,0,318339,0,0,0,0,0,0,0,0,0,467802.5,0,0,0,83611,0,0,0,267815.5,0,232357,0,0,0,334593.5,0,0,0,0,0,401287.5,183571,0,0,152510,0,0,0,0,137775,0,0,61777.5,80811,382236.5,199057,0,84541,121286,100870,80691,0,280685,0,162026,0
OB_S100_A10000000_D100_R1000_Taxator-tk,0,396503,0,0,0,0,0,0,4020,0,524206,0,0,125948,0,0,151804,0,0,0,0,0,0,0,0,8749,601669,49949,0,441541,0,0,0,0,0,1382958,6939,4416,0,0,130332,23463,0,134180,2225,0,0,0,6271,4244,0,41531,0,0,0,0,0,0,0,208160,203330,198545,53967,164635,0,309882,0,0,0,0,0,0,0,0,0,436503,0,0,0,77431.5,0,0,0,0,0,223634,0,0,0,68046.5,0,0,0,0,0,392343,86354,0,0,111197,0,0,0,0,115978,0,0,1358,61804,363387,191500,0,3541,13932,8973,35855,0,185802,0,73149,0
OB_S100_A10000000_D100_R150_Centrifuge,0,529664,0,0,0,0,0,0,35122.5,0,752776,0,0,69310.5,0,0,143038,0,0,0,0,0,0,0,0,95275.5,580487,59304.5,0,263595,0,0,0,0,0,1490910,76308,34078.5,0,0,78964.5,28687.5,0,97115,37191.5,0,0,0,49428.5,70472,0,63925.5,0,0,0,0,0,0,0,250658,162124,226356,41072.5,181445,0,359066,0,0,0,0,0,0,0,0,0,441660,0,0,0,50880.5,0,0,0,234598,0,190951,0,0,0,191907,0,0,0,0,0,291276,141577,0,0,142009,0,0,0,0,87733,0,0,35174,43597.5,358798,170512,0,42472.5,60749,50188.5,59815,0,140198,0,86110.5,0
OB_S100_A10000000_D100_R150_Kraken,0,422612,0,0,0,0,0,0,70176,0,1102675,0,0,136715,0,0,95363,0,0,0,0,0,0,0,0,190509,613781,81838,0,459911,0,0,0,0,0,580079,152615,68035,0,0,157427,57089,0,139462,73355,0,0,0,98857,71143,0,80948,0,0,0,0,0,0,0,76416,228796,207489,64875,169270,0,317732,0,0,0,0,0,0,0,0,0,173716,0,0,0,83409,0,0,0,151405,0,231633,0,0,0,333636,0,0,0,0,0,28736,178946,0,0,55636,0,0,0,0,137627,0,0,68591,76804,375175,65756,0,84507,121055,100373,8907,0,279509,0,4505,0
OB_S100_A10000000_D100_R150_MetaPhlan2,0,172550,0,0,0,0,0,0,0,0,267167,0,0,84992,0,0,87248,0,0,0,0,0,0,0,0,0,210757,201700,0,214469,0,0,0,0,0,98049,411414,0,0,0,348754,0,0,87428,395325,0,0,0,0,206987,0,372421,0,0,0,0,0,0,0,127126,236384,158207,183717,0,0,81117,0,0,0,0,0,0,0,0,0,208498,0,0,0,137263,0,0,0,153219,0,66492,0,0,0,10091,0,0,0,0,0,95540,413420,0,0,280680,0,0,0,0,0,0,0,397048,182419,80022,82690,0,416173,0,416294,91182,0,0,0,33771,0
OB_S100_A10000000_D100_R150_PathoScope2,0,425136.5,0,0,0,0,0,0,69843.5,0,998519,0,0,137820.5,0,0,173063,0,0,0,0,0,0,87156,0,190430,614217.5,81892,0,459936,0,0,0,0,0,1422973.5,152613,68042,0,0,157626.5,57213.5,0,140315.5,73014,0,0,0,98853,71153,0,81312,0,0,0,0,0,0,0,221968.5,228549.5,207763.5,64836,173747.5,0,317674,0,0,0,0,0,0,0,0,0,468272.5,0,0,0,83562,0,0,0,267087.5,0,231782,0,0,0,333617,0,0,0,0,0,405338.5,180320,0,0,150740.5,0,0,0,0,139466,0,0,67577,76926.5,383547.5,197857.5,0,84434.5,121122,100353,81035.5,0,279623.5,0,162262,0
OB_S100_A10000000_D100_R150_Taxator-tk,0,352727,0,0,0,0,0,0,1875.5,0,352786,0,0,113206,0,0,134834,0,0,0,0,0,0,0,0,4828.5,566350,30317,0,422180,0,0,0,0,0,1341146,2881,2082.5,0,0,94383,13308.5,0,128178,1090.5,0,0,0,3214.5,1859,0,21412.5,0,0,0,0,0,0,0,157727,191233,178956,40027.5,145800,0,291487,0,0,0,0,0,0,0,0,0,334151,0,0,0,63363,0,0,0,0,0,211808,0,0,0,29964.5,0,0,0,0,0,338744,51569.5,0,0,70264,0,0,0,0,81404,0,0,782.5,46757.5,326986,176260,0,1854,8637.5,4358,14091.5,0,124955,0,28655.5,0
OB_S100_A10000000_D100_R300_Centrifuge,0,509309,0,0,0,0,0,0,35217,0,830182,0,0,69401,0,0,135172,0,0,0,0,0,0,0,0,95114.5,561872,55951.5,0,246352,0,0,0,0,0,1542413,76445.5,34143,0,0,78806.5,28698.5,0,85889,37344.5,0,0,0,49596.5,69327,0,59480,0,0,0,0,0,0,0,228296,156127,201547,39109,160671,0,383794,0,0,0,0,0,0,0,0,0,413378,0,0,0,45293,0,0,0,243184,0,148736,0,0,0,192576,0,0,0,0,0,333866,133686,0,0,130018,0,0,0,0,78865,0,0,34890,41711,402035,158420,0,42418,60588,50608,71082.5,0,140724,0,89235.5,0
OB_S100_A10000000_D100_R300_Kraken,0,423566,0,0,0,0,0,0,70413,0,1176896,0,0,136994,0,0,109619,0,0,0,0,0,0,0,0,190216,615977,81789,0,459802,0,0,0,0,0,714782,152897,68231,0,0,157434,57220,0,139950,74040,0,0,0,99194,70442,0,80725,0,0,0,0,0,0,0,98848,229479,206755,64762,170520,0,317718,0,0,0,0,0,0,0,0,0,218336,0,0,0,83330,0,0,0,171298,0,231923,0,0,0,335532,0,0,0,0,0,42124,178811,0,0,66578,0,0,0,0,138827,0,0,68752,76634,375533,93555,0,84622,120824,101212,13785,0,280637,0,7725,0
OB_S100_A10000000_D100_R300_MetaPhlan2,0,180534,0,0,0,0,0,0,0,0,238626,0,0,91086,0,0,93407,0,0,0,0,0,0,0,0,0,217923,214981,0,196627,0,0,0,0,0,102519,432633,0,0,0,368147,0,0,91252,420988,0,0,0,0,213926,0,372381,0,0,0,0,0,0,0,130532,244185,162476,187380,0,0,79068,0,0,0,0,0,0,0,0,0,212034,0,0,0,145191,0,0,0,162302,0,69740,0,0,0,9136,0,0,0,0,0,100309,429847,0,0,296050,0,0,0,0,0,0,0,390449,181778,81230,86246,0,434439,0,449403,96692,0,0,0,35884,0
OB_S100_A10000000_D100_R300_PathoScope2,0,425579.5,0,0,0,0,0,0,70129.5,0,1044451,0,0,137336,0,0,172429,0,0,0,0,0,0,86777,0,190186,616252,81826.5,0,460078,0,0,0,0,0,1422181,152896,68210,0,0,157492,57327.5,0,140413,73829,0,0,0,99193.5,70467,0,81078.5,0,0,0,0,0,0,0,221145.5,229269.5,206909,64760.5,173523,0,317708.5,0,0,0,0,0,0,0,0,0,467428,0,0,0,83419.5,0,0,0,266940,0,232002,0,0,0,335529,0,0,0,0,0,406360,180048.5,0,0,151618.5,0,0,0,0,139446,0,0,67846.5,76585,381661,197129.5,0,84576,120828,101204,80538,0,280666,0,162324.5,0
