OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Trichomonas.vaginalis,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis,Pseudomonas.protegens
OB_S100_A10000000_D100_R300_Taxator-tk,0,384586,0,0,0,0,0,0,2849.5,0,450502,0,0,122648,0,0,146348,0,0,0,0,0,0,0,0,6840.5,593503,41242,0,436956,0,0,0,0,0,1371188,4522,3178.5,0,0,118120,18527.5,0,133125,1636,0,0,0,4705,2872,0,31164.5,0,0,0,0,0,0,0,191617,199976,193104,48679.5,159776,0,305182,0,0,0,0,0,0,0,0,0,410152,0,0,0,74077,0,0,0,0,0,220765,0,0,0,47816.5,0,0,0,0,0,382110,69072,0,0,94663.5,0,0,0,0,104576,0,0,1109,56198.5,355137,189052,0,2613,11011,6411.5,23476,0,163108,0,48205,0
OB_S100_A10000000_D100_R75_Centrifuge,0,547568,0,0,0,0,0,0,35425,0,664336,0,0,69224,0,0,149728,0,0,0,0,0,0,0,0,95415.5,572650,64182.5,0,314999,0,0,0,0,0,1327679,76371,34043,0,0,79167,28987,0,118768,37376,0,0,0,49398.5,70863.5,0,68358,0,0,0,0,0,0,0,248326,179569,273962,44912.5,215520,0,321552,0,0,0,0,0,0,0,0,0,458506,0,0,0,64382.5,0,0,0,219110,0,270674,0,0,0,192266,0,0,0,0,0,259246,150154,0,0,160668,0,0,0,0,107626,0,0,35312.5,46367.5,303332,161632,0,42600.5,60442,50333,51468.5,0,140360,0,84326,0
OB_S100_A10000000_D100_R75_Kraken,0,423134,0,0,0,0,0,0,70684,0,929739,0,0,132877,0,0,75467,0,0,0,0,0,0,0,0,190734,615381,82172,0,458658,0,0,0,0,0,418146,152737,67834,0,0,156708,57480,0,139194,72999,0,0,0,98790,71043,0,81143,0,0,0,0,0,0,0,53603,228295,206954,65019,165846,0,318227,0,0,0,0,0,0,0,0,0,120427,0,0,0,82884,0,0,0,128047,0,232005,0,0,0,334268,0,0,0,0,0,19732,178076,0,0,42116,0,0,0,0,132636,0,0,67567,76022,372262,40405,0,84130,120006,100658,4898,0,279375,0,2236,0
OB_S100_A10000000_D100_R75_MetaPhlan2,0,174283,0,0,0,0,0,0,0,0,273211,0,0,85598,0,0,86212,0,0,0,0,0,0,0,0,0,213769,203191,0,239646,0,0,0,0,0,97927,417443,0,0,0,324952,0,0,86286,382716,0,0,0,0,208893,0,384216,0,0,0,0,0,0,0,129902,229817,159755,187710,0,0,78701,0,0,0,0,0,0,0,0,0,209000,0,0,0,139490,0,0,0,154133,0,65698,0,0,0,11174,0,0,0,0,0,96011,415949,0,0,282516,0,0,0,0,0,0,0,428344,176646,82109,83198,0,406051,0,420524,92519,0,0,0,34122,0
OB_S100_A10000000_D100_R75_PathoScope2,0,425721,0,0,0,0,0,0,70339,0,886324,0,0,138210,0,0,172433.5,0,0,0,0,0,0,86476,0,190628,616285,82231,0,458505.5,0,0,0,0,0,1424713.5,152696,67858,0,0,157452.5,57488,0,140516,72771,0,0,0,98764,71140,0,81590,0,0,0,0,0,0,0,221833,228421.5,207437,64894,172798,0,318429,0,0,0,0,0,0,0,0,0,467110,0,0,0,83227,0,0,0,267459.5,0,232266,0,0,0,334281,0,0,0,0,0,406670.5,179160.5,0,0,149790,0,0,0,0,138897,0,0,66039.5,76530,385835,197964,0,84000.5,120320,100602,80876.5,0,279554,0,161952,0
OB_S100_A10000000_D100_R75_Taxator-tk,0,284687,0,0,0,0,0,0,1161.5,0,221386,0,0,84384,0,0,109566,0,0,0,0,0,0,0,0,2888,497131,19035.5,0,370052,0,0,0,0,0,1256930,1627.5,1227.5,0,0,61703,8656,0,114617,605,0,0,0,2034,1047.5,0,13426.5,0,0,0,0,0,0,0,111598,166486,143074,27385,111400,0,244706,0,0,0,0,0,0,0,0,0,207553,0,0,0,46580,0,0,0,0,0,179492,0,0,0,16541.5,0,0,0,0,0,258609,33459,0,0,44436.5,0,0,0,0,50612.5,0,0,517,31658.5,254942,143302,0,1168.5,6152,2646,7748.5,0,78863,0,16567.5,0
OB_S100_A10000000_D100_Rall,0,2e+05,0,0,0,0,0,0,1e+05,0,2e+05,0,0,2e+05,0,0,2e+05,0,0,0,0,0,0,2e+05,0,1e+05,7e+05,1e+05,0,3e+05,0,0,0,0,0,8e+05,1e+05,1e+05,0,0,2e+05,1e+05,0,2e+05,1e+05,0,0,0,1e+05,1e+05,0,1e+05,0,0,0,0,0,0,0,2e+05,3e+05,2e+05,1e+05,2e+05,0,3e+05,0,0,0,0,0,0,0,0,0,6e+05,0,0,0,1e+05,0,0,0,3e+05,0,1e+05,0,0,0,4e+05,0,0,0,100000,0,4e+05,2e+05,0,0,2e+05,0,0,0,0,2e+05,0,0,1e+05,1e+05,5e+05,3e+05,0,1e+05,1e+05,1e+05,2e+05,1000000,2e+05,0,1e+05,0
OB_S100_A10000000_D50_R1000_Centrifuge,0,647182,0,0,0,0,0,0,6885,0,973372,0,0,2042,0,0,220975,0,0,0,0,0,0,0,0,36546.5,695674,17096,0,80792,0,0,0,0,0,1449340,127050,55252,0,0,127550,11255,0,85282.5,12986.5,0,0,0,79156.5,112464,0,97404,0,0,0,0,0,0,0,212766,249668,35315.5,10914.5,173694,0,448348,0,0,0,0,0,0,0,0,0,411296,0,0,0,10486,0,0,0,198602,0,236032,0,0,0,238272,0,0,0,0,0,278429,44898,0,0,214138,0,0,0,0,72396,0,0,57512,70221.5,365036,188288,0,14573.5,24449,83758,27979.5,0,196443,0,36020,0
OB_S100_A10000000_D50_R1000_Kraken,0,491437,0,0,0,0,0,0,13771,0,1240479,0,0,3913,0,0,179894,0,0,0,0,0,0,0,0,73095,781330,24733,0,151395,0,0,0,0,0,730608,254115,110419,0,0,254903,22451,0,140298,25721,0,0,0,158332,114383,0,132649,0,0,0,0,0,0,0,50768,368361,38146,18183,168483,0,356828,0,0,0,0,0,0,0,0,0,236576,0,0,0,19390,0,0,0,112835,0,374523,0,0,0,454609,0,0,0,0,0,28296,59962,0,0,111743,0,0,0,0,128693,0,0,113599,128947,332021,116355,0,29034,48658,167530,4446,0,392383,0,3364,0
OB_S100_A10000000_D50_R1000_MetaPhlan2,0,219495,0,0,0,0,0,0,0,0,224130,0,0,1870,0,0,166456,0,0,0,0,0,0,0,0,0,286296,67910,0,56750,0,0,0,0,0,102963,763575,0,0,0,591965,0,0,95043,149749,0,0,0,0,364630,0,728084,0,0,0,0,0,0,0,110397,395514,28700,49307,0,0,81656,0,0,0,0,0,0,0,0,0,206228,0,0,0,35565,0,0,0,135370,0,117058,0,0,0,2396,0,0,0,0,0,74972,147242,0,0,521751,0,0,0,0,0,0,0,585983,289704,72887,112031,0,152537,0,813906,36974,0,0,0,14567,0
OB_S100_A10000000_D50_R1000_PathoScope2,0,493704.5,0,0,0,0,0,0,13705,0,1115600,0,0,3917,0,0,281330,0,0,0,0,0,0,140757,0,72859.5,780471,25558,0,151584.5,0,0,0,0,0,1399332,253892,109475,0,0,254988,22365,0,142245,23812.5,0,0,0,158328,114602,0,133148,0,0,0,0,0,0,0,187458.5,368290,38142,18125,171380,0,357003.5,0,0,0,0,0,0,0,0,0,459041.5,0,0,0,19664,0,0,0,201000,0,374617,0,0,0,454592,0,0,0,0,0,290347,62916.5,0,0,258135.5,0,0,0,0,130329.5,0,0,106657,130368,339449.5,235016.5,0,28702.5,48405,167390,28876,0,392628,0,64799,0
OB_S100_A10000000_D50_R1000_Taxator-tk,0,460611,0,0,0,0,0,0,783,0,535835,0,0,3637,0,0,246620,0,0,0,0,0,0,0,0,3332,763756,14854,0,145219,0,0,0,0,0,1365423,11369,6911,0,0,210667,9207,0,134861,719,0,0,0,10255,6940,0,68073,0,0,0,0,0,0,0,176948,327048,36603,15265,159574,0,346739,0,0,0,0,0,0,0,0,0,428949,0,0,0,18098,0,0,0,0,0,360239,0,0,0,95295,0,0,0,0,0,284443,28861,0,0,183344,0,0,0,0,107592,0,0,2097,103320,320465,231726,0,1218,5582,14952,12904,0,268956,0,29563,0
OB_S100_A10000000_D50_R150_Centrifuge,0,672044,0,0,0,0,0,0,6961.5,0,784235,0,0,2082.5,0,0,232338,0,0,0,0,0,0,0,0,36564.5,726786,18230.5,0,86204,0,0,0,0,0,1379535,127028,54909,0,0,127748,11295,0,98121,13109.5,0,0,0,79284,113434,0,104627,0,0,0,0,0,0,0,232980,260736,40249,11511.5,197191,0,404246,0,0,0,0,0,0,0,0,0,436612,0,0,0,11895.5,0,0,0,190160,0,308304,0,0,0,239406,0,0,0,0,0,218074,47960.5,0,0,235488,0,0,0,0,80955.5,0,0,57423.5,72812,320278,203644,0,14533.5,24577,83807.5,21574.5,0,196272,0,35674,0
OB_S100_A10000000_D50_R150_Kraken,0,490699,0,0,0,0,0,0,13882,0,1164356,0,0,3951,0,0,154887,0,0,0,0,0,0,0,0,73101,780058,24803,0,150913,0,0,0,0,0,592132,254056,109639,0,0,254709,22456,0,141083,25688,0,0,0,158568,114502,0,132928,0,0,0,0,0,0,0,34893,368110,38045,18056,167780,0,355844,0,0,0,0,0,0,0,0,0,186219,0,0,0,19453,0,0,0,92189,0,374268,0,0,0,455931,0,0,0,0,0,18852,59942,0,0,92613,0,0,0,0,127323,0,0,112551,128601,330048,80313,0,28791,48869,167609,2852,0,391914,0,1765,0
OB_S100_A10000000_D50_R150_MetaPhlan2,0,198939,0,0,0,0,0,0,0,0,286229,0,0,1882,0,0,141481,0,0,0,0,0,0,0,0,0,263863,59077,0,65058,0,0,0,0,0,94891,680607,0,0,0,558198,0,0,89198,135226,0,0,0,0,332213,0,585430,0,0,0,0,0,0,0,105050,375037,26930,48132,0,0,89589,0,0,0,0,0,0,0,0,0,202618,0,0,0,30571,0,0,0,114967,0,106690,0,0,0,4116,0,0,0,0,0,67637,136168,0,0,461303,0,0,0,0,0,0,0,596694,302382,70262,99400,0,140541,0,692137,32457,0,0,0,12989,0
OB_S100_A10000000_D50_R150_PathoScope2,0,493203.5,0,0,0,0,0,0,13800,0,1059638.5,0,0,3969,0,0,281344,0,0,0,0,0,0,141678,0,73064.5,780488.5,24791,0,150639,0,0,0,0,0,1398199.5,254052,109638,0,0,255018,22484.5,0,141591.5,25428,0,0,0,158566,114536,0,133056,0,0,0,0,0,0,0,187767.5,368330,38054.5,18029,172127,0,355807,0,0,0,0,0,0,0,0,0,458708.5,0,0,0,19479,0,0,0,201305.5,0,374500,0,0,0,455914.5,0,0,0,0,0,292870,60209.5,0,0,252729.5,0,0,0,0,129282.5,0,0,111672,128916.5,338673,236654.5,0,28594,48922,167608,29169,0,392003.5,0,65622.5,0
OB_S100_A10000000_D50_R150_Taxator-tk,0,408846,0,0,0,0,0,0,366.5,0,356226,0,0,3262.5,0,0,219318,0,0,0,0,0,0,0,0,1850,719700,9151.5,0,138354,0,0,0,0,0,1319582,4698.5,3456,0,0,152366,5339,0,130028,388.5,0,0,0,5107.5,3002,0,35599.5,0,0,0,0,0,0,0,133752,307504,32771.5,11034.5,139748,0,325848,0,0,0,0,0,0,0,0,0,328106,0,0,0,14828.5,0,0,0,0,0,342312,0,0,0,41677,0,0,0,0,0,244834,17187,0,0,117316,0,0,0,0,75120,0,0,1280,78449.5,286876,212038,0,671,3437,6968,5026,0,177747,0,11568,0
OB_S100_A10000000_D50_R300_Centrifuge,0,648516,0,0,0,0,0,0,6968,0,860916,0,0,2089,0,0,219650,0,0,0,0,0,0,0,0,36923,698273,17109,0,80634,0,0,0,0,0,1430364,126738,55027,0,0,127702,11136,0,85781.5,12936,0,0,0,79885,112158,0,98438.5,0,0,0,0,0,0,0,218620,250703,35438.5,10875.5,175959,0,433202,0,0,0,0,0,0,0,0,0,409209,0,0,0,10499,0,0,0,194770,0,239992,0,0,0,238458,0,0,0,0,0,251292,45127.5,0,0,215662,0,0,0,0,72994.5,0,0,57238,70058,355187,191235,0,14472.5,24285,83335.5,25965,0,196578,0,36637.5,0
OB_S100_A10000000_D50_R300_Kraken,0,491738,0,0,0,0,0,0,13927,0,1239280,0,0,4055,0,0,177887,0,0,0,0,0,0,0,0,73836,781441,24718,0,150780,0,0,0,0,0,724589,253480,109957,0,0,255141,22213,0,140825,25609,0,0,0,159771,113979,0,133270,0,0,0,0,0,0,0,49925,368435,37879,17945,167875,0,356855,0,0,0,0,0,0,0,0,0,233098,0,0,0,19366,0,0,0,111086,0,374870,0,0,0,454899,0,0,0,0,0,27323,60034,0,0,110484,0,0,0,0,129360,0,0,112951,128610,330799,114062,0,28791,48352,166664,4373,0,392669,0,3171,0
OB_S100_A10000000_D50_R300_MetaPhlan2,0,208086,0,0,0,0,0,0,0,0,257234,0,0,1930,0,0,150072,0,0,0,0,0,0,0,0,0,266976,61711,0,60689,0,0,0,0,0,98011,708032,0,0,0,581635,0,0,92453,141164,0,0,0,0,341838,0,635417,0,0,0,0,0,0,0,107314,385644,27292,48250,0,0,85987,0,0,0,0,0,0,0,0,0,203931,0,0,0,31446,0,0,0,121316,0,111512,0,0,0,3194,0,0,0,0,0,70818,141751,0,0,484631,0,0,0,0,0,0,0,598855,300391,69608,103540,0,143997,0,727954,33865,0,0,0,13470,0
OB_S100_A10000000_D50_R300_PathoScope2,0,494077.5,0,0,0,0,0,0,13866.5,0,1107117,0,0,4053.5,0,0,280342,0,0,0,0,0,0,141532,0,73811.5,781459,24711.5,0,150681,0,0,0,0,0,1399772.5,253478,109964,0,0,255211,22241,0,141156.5,25354.5,0,0,0,159770,114019,0,133506,0,0,0,0,0,0,0,188327,368586,37892.5,17927.5,170848,0,356845.5,0,0,0,0,0,0,0,0,0,457114.5,0,0,0,19388,0,0,0,200445,0,374962,0,0,0,454897,0,0,0,0,0,292982.5,60198.5,0,0,251388,0,0,0,0,129887.5,0,0,112316,128658,337185.5,238447.5,0,28621,48358.5,166665,29129,0,392702,0,65716.5,0
OB_S100_A10000000_D50_R300_Taxator-tk,0,446472,0,0,0,0,0,0,538,0,457930,0,0,3612.5,0,0,237656,0,0,0,0,0,0,0,0,2600,752850,12407.5,0,143047,0,0,0,0,0,1353045,7379.5,5049.5,0,0,191572,7204,0,133937,556,0,0,0,7527.5,4710,0,51329,0,0,0,0,0,0,0,163848,321182,35369.5,13477.5,153871,0,341756,0,0,0,0,0,0,0,0,0,401490,0,0,0,17208,0,0,0,0,0,356790,0,0,0,67500.5,0,0,0,0,0,275454,23299.5,0,0,157240,0,0,0,0,97739.5,0,0,1837,94245.5,312338,228414,0,850,4368.5,10326,8603,0,234403,0,19428.5,0
OB_S100_A10000000_D50_R75_Centrifuge,0,683814,0,0,0,0,0,0,6981,0,698010,0,0,2070,0,0,244234,0,0,0,0,0,0,0,0,36637,716454,19757.5,0,103770,0,0,0,0,0,1237091,126722,54848,0,0,128212,11285,0,119486,13252,0,0,0,79595.5,113776,0,112088,0,0,0,0,0,0,0,227722,288452,49134,12184.5,232316,0,361172,0,0,0,0,0,0,0,0,0,454282,0,0,0,15073.5,0,0,0,176486,0,436985,0,0,0,239030,0,0,0,0,0,192014,50899.5,0,0,264952,0,0,0,0,99490,0,0,57585,77288.5,274490,193989,0,14805,24315,83530,18623.5,0,197302,0,35398.5,0
OB_S100_A10000000_D50_R75_Kraken,0,489499,0,0,0,0,0,0,13865,0,993906,0,0,3778,0,0,123134,0,0,0,0,0,0,0,0,73184,779379,24892,0,150898,0,0,0,0,0,429379,253439,109334,0,0,253814,22269,0,139091,25418,0,0,0,159183,114109,0,133075,0,0,0,0,0,0,0,23192,367086,37880,17680,165361,0,356013,0,0,0,0,0,0,0,0,0,129421,0,0,0,19377,0,0,0,72762,0,374717,0,0,0,454278,0,0,0,0,0,12397,59440,0,0,69531,0,0,0,0,123161,0,0,111455,127286,328938,50092,0,28840,48217,167043,1589,0,393537,0,923,0
OB_S100_A10000000_D50_R75_MetaPhlan2,0,198735,0,0,0,0,0,0,0,0,290100,0,0,2116,0,0,138468,0,0,0,0,0,0,0,0,0,265812,59057,0,70495,0,0,0,0,0,93980,680878,0,0,0,516900,0,0,85307,130312,0,0,0,0,329460,0,646480,0,0,0,0,0,0,0,108070,363896,27059,47699,0,0,85915,0,0,0,0,0,0,0,0,0,202126,0,0,0,30911,0,0,0,115184,0,104898,0,0,0,5077,0,0,0,0,0,67493,136514,0,0,459319,0,0,0,0,0,0,0,613812,290870,71898,99797,0,137699,0,687559,31981,0,0,0,12925,0
OB_S100_A10000000_D50_R75_PathoScope2,0,492517.5,0,0,0,0,0,0,13776.5,0,949433.5,0,0,3914.5,0,0,281449.5,0,0,0,0,0,0,141662.5,0,73124,780131.5,24997,0,150263.5,0,0,0,0,0,1398901.5,253392,109410,0,0,255046,22275,0,140249,25057,0,0,0,159142,114274,0,133344,0,0,0,0,0,0,0,188860,367737,37924.5,17593.5,171910,0,356347,0,0,0,0,0,0,0,0,0,459151,0,0,0,19469.5,0,0,0,201494,0,375060,0,0,0,454288,0,0,0,0,0,293059.5,59815,0,0,252471,0,0,0,0,129093.5,0,0,111069,128078,341806.5,235567,0,28614.5,48307.5,167023,29186,0,393704.5,0,65343,0
OB_S100_A10000000_D50_R75_Taxator-tk,0,329152,0,0,0,0,0,0,254,0,222570,0,0,2386,0,0,178636,0,0,0,0,0,0,0,0,1127.5,629266,5752,0,121552,0,0,0,0,0,1235831,2728,2037,0,0,99626.5,3377,0,115112,203,0,0,0,3306,1710.5,0,22173,0,0,0,0,0,0,0,95235.5,267468,26263.5,7556.5,105438,0,273275,0,0,0,0,0,0,0,0,0,204514,0,0,0,10856,0,0,0,0,0,290087,0,0,0,22733.5,0,0,0,0,0,186703,11235.5,0,0,73106,0,0,0,0,46816.5,0,0,833.5,52815,225036,173767,0,421,2521,4338.5,2857.5,0,111357,0,6733,0
OB_S100_A10000000_D50_Rall,0,191421,0,0,0,0,0,0,19754,0,237047,0,0,5863,0,0,329251,0,0,0,0,0,0,328600,0,38919,900857,30556,0,99734,0,0,0,0,0,796381,167931,162604,0,0,327992,39447,0,206103,35495,0,0,0,162830,163303,0,166272,0,0,0,0,0,0,0,176203,489508,37145,28214,195476,0,340805,0,0,0,0,0,0,0,0,0,594203,0,0,0,23368,0,0,0,229400,0,163597,0,0,0,397557,0,0,0,163517,0,292284,68020,0,0,334812,0,0,0,0,186146,0,0,167039,169880,441848,371142,0,34791,40669,167931,72697,1000000,201339,0,41005,0
OB_S426_A100000_D1_R1000_Centrifuge,420.5,164,100.5,29,59.5,0,36.5,9.5,37,37.5,47559,113,39,323,65,24.5,436.5,16,25.5,116,32,34.5,23,0,22.5,81,578.5,86,0,527.5,35.5,0,169,8.5,70,6825.5,127,34.5,32.5,22.5,57.5,119.5,36,390,25.5,334.5,10.5,561,26,123.5,31.5,62,44,226.5,31,127,34.5,156.5,0,144,204.5,182.5,89.5,364.5,24.5,467,12,72,39,58.5,77,1172,88,99.5,29,498,56.5,41.5,31.5,79,16.5,45.5,55.5,419,17.5,549.5,419.5,480,0,285.5,7.5,29,24.5,0,0,566.5,56.5,24.5,469,149,128,307,0,31.5,122,29,82.5,31.5,62,1599.5,925,99.5,28,15.5,23,488.5,0,152,30,1480,0
OB_S426_A100000_D1_R1000_Kraken,784,163,158,57,118,0,70,19,74,75,72590,224,62,638,110,49,255,18,51,232,63,69,45,0,45,162,593,121,0,991,71,0,331,17,112,3294,254,69,65,46,115,216,71,599,50,666,21,627,52,124,62,87,88,177,62,195,69,259,0,68,284,177,145,442,49,416,24,144,78,61,154,1898,0,137,58,266,112,83,63,142,33,89,110,157,33,761,837,897,0,461,15,58,49,0,0,193,76,48,927,84,84,199,0,63,200,56,149,62,110,1490,455,167,56,29,46,102,0,303,60,115,0
OB_S426_A100000_D1_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,86661.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13338.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S426_A100000_D1_R1000_PathoScope2,785,162,162.5,51,118,64,70,19,74,75,71363,223,60,639,83,49,502,0,51,232,63,69,45,272,45,158,583,116,0,963,71,42,332,17,109,6431,254,68,66,45,115,212,70,598,47,665,21,782,52,131,54,82,86,192,60,192,55,269.5,3,141,281,174,143,443,49,416,24,144,78,61,154,1890,97,103,20,646,112,83,62,144,33,91,108,371,31,761,833,911,21,461,15,58,49,0,0,715,77,46,939,170.5,130,209,39,68,217,29,151,62,102,1516.5,982,158.5,46,28,46,478,0,303,60,2751.5,0
OB_S426_A100000_D1_R1000_Taxator-tk,610,157,149,0,3,0,5,4,3,2,16270.5,5,63,587,78,1,432,4,5,16,6,3,7,0,2,5,575,68,0,934,0,0,20,1,98,6287,15,4,3,7,104,150,1,580,0,663,6,747,0,5,0,47,83,178,4,174,4,233,0,138,263,165,118,429,5,399,0,6,1,7,7,610,26,74,4,529,4,4,14,137,2,10,9,0,29,724,458,795,0,140,0,3,1,0,0,708,43,1,832,135,118,12,2,0,164,6,125,0,87,1440,944,149,1,2,7,226,0,228,2,1224,0
OB_S426_A100000_D1_R150_Centrifuge,448.5,150.5,100.5,30,56,0,33,11.5,33,31.5,41240,99.5,38.5,308.5,73.5,27,455,30,27.5,104,28.5,29,19.5,0,29,70,616.5,76.5,0,577,26,0,152.5,13,68.5,6456.5,141,24,32,21.5,61.5,123.5,33.5,409,33.5,327,17,601,28,118,25,90,43,249.5,37.5,148.5,30,177.5,0,206.5,218.5,223.5,75.5,423,27,487,16,54.5,32,47,66.5,1011,96,78.5,29,556.5,53.5,32,28,94.5,22,47.5,64,362.5,23.5,715,389.5,533.5,0,260.5,11.5,25.5,28.5,0,1,538,78.5,18,453.5,157.5,152.5,285.5,0,25,104,28,82,30.5,71,1404,1002.5,107,32.5,17,23.5,365.5,0,161,33,1401,0
OB_S426_A100000_D1_R150_Kraken,786,135,138,60,112,0,66,23,66,63,72157,200,54,610,106,54,219,32,55,208,57,57,39,0,58,140,638,107,0,1038,52,0,304,26,96,2711,282,48,64,43,123,208,67,578,64,646,33,528,56,119,49,115,80,165,74,192,60,276,0,68,288,181,120,418,52,440,32,109,64,48,133,1811,0,92,54,196,107,64,56,162,44,93,126,127,44,793,775,931,0,435,23,51,57,0,2,155,91,34,889,72,83,175,0,50,158,50,131,58,121,1493,349,175,65,33,47,70,0,322,66,87,0
OB_S426_A100000_D1_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,73410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9306.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14471.7,0,209.02,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S426_A100000_D1_R150_PathoScope2,785,136,138.5,59.5,112,71,66,23,66,63,71196,198,62,615.5,113.5,53.5,470.5,32,55,208,57,57,39,233,58,140,638,107,0,1034.5,52,51.5,304.5,26,95,6414,282,48.5,64,40.5,123,208,66.5,577.5,64,646,33,715,56,118.5,47,113,80,196.5,75,193,59.5,278.5,4,202.5,289,181,120,426,52,440,32,109,64,48,133,1810,99.5,89,48,590.5,107,64,56,163,44,94,126,388.5,43,809.5,776,931.5,26,435,23,51,57,0,2,728,96.5,33,891.5,172.5,173,218,67.5,49.5,144.5,46.5,131,58,121.5,1503.5,1025.5,174.5,65.5,32,47,462,0,322.5,66,2726,0
OB_S426_A100000_D1_R150_Taxator-tk,472,113.5,104,1,2.5,0,4,0.5,2.5,0,7256.5,6,59.5,504,41,0.5,392.5,3,1,8.5,4.5,1,2,0,3.5,7,589.5,42,0,923,0,0,10.5,0.5,63.5,6048,8,1.5,0,4.5,71.5,99,0.5,537,0.5,633,1.5,637,2,4,1.5,31,61.5,136,1.5,118.5,2,232.5,0,142,242.5,150.5,79.5,364,1.5,397.5,0,1,2,2.5,2.5,210.5,12,16,1,408.5,1.5,2.5,2,127.5,0,5,3,0,28,710,244.5,698,1.5,66.5,0,1.5,0.5,0,0,610.5,26.5,0,736,88,82,2.5,4,1,86,1.5,57,0,65,1303,915,139.5,1.5,1,3,86,0,203.5,1.5,476,0
