FPR,TPR,Organism,Species,Abundance,Dominance,Read Length,Software
0.00647249,0.972973,OB,S426,A100000,D50,R300,PathoScope2
0.00647249,0.973214,OB,S426,A100000,D50,R75,PathoScope2
0,0.578947,OB,S426,A100000,D50,R1000,Sigma
0,0.582609,OB,S426,A100000,D50,R150,Sigma
0,0.582609,OB,S426,A100000,D50,R300,Sigma
0,0.589744,OB,S426,A100000,D50,R75,Sigma
0.175719,0.854167,OB,S426,A100000,D50,R1000,Taxator-tk
0.196262,0.825,OB,S426,A100000,D50,R150,Taxator-tk
0.18612,0.829268,OB,S426,A100000,D50,R300,Taxator-tk
0.203704,0.730769,OB,S426,A100000,D50,R75,Taxator-tk
0.0222222,0.857143,OB,S426,A100000,D100,R1000,Centrifuge
0.0222222,0.859375,OB,S426,A100000,D100,R150,Centrifuge
0.0222222,0.85,OB,S426,A100000,D100,R300,Centrifuge
0.0222222,0.875,OB,S426,A100000,D100,R75,Centrifuge
0.114558,0.084507,OB,S426,A100000,D100,R1000,Constrains
0.0236842,0.301075,OB,S426,A100000,D100,R150,Constrains
0.0839506,0.166667,OB,S426,A100000,D100,R300,Constrains
0.00802139,0.336735,OB,S426,A100000,D100,R75,Constrains
0.0189873,0.906542,OB,S426,A100000,D100,R1000,Kraken
0.0189873,0.908257,OB,S426,A100000,D100,R150,Kraken
0.0189873,0.907407,OB,S426,A100000,D100,R300,Kraken
0.0189873,0.907407,OB,S426,A100000,D100,R75,Kraken
0.0737463,0.902174,OB,S426,A100000,D100,R1000,MetaMix*
0.112994,0.888889,OB,S426,A100000,D100,R150,MetaMix*
0.0924855,0.897727,OB,S426,A100000,D100,R300,MetaMix*
0.102857,0.888889,OB,S426,A100000,D100,R75,MetaMix*
0.116667,0.0714286,OB,S426,A100000,D100,R1000,MetaPhlan2
0.0236842,0.244186,OB,S426,A100000,D100,R150,MetaPhlan2
0.0862069,0.133333,OB,S426,A100000,D100,R300,MetaPhlan2
0.00536193,0.261364,OB,S426,A100000,D100,R75,MetaPhlan2
0.0253968,0.971429,OB,S426,A100000,D100,R1000,PathoScope2
0.00647249,0.973913,OB,S426,A100000,D100,R150,PathoScope2
0.00647249,0.973684,OB,S426,A100000,D100,R300,PathoScope2
0.00647249,0.973684,OB,S426,A100000,D100,R75,PathoScope2
0,0.578947,OB,S426,A100000,D100,R1000,Sigma
0,0.586207,OB,S426,A100000,D100,R150,Sigma
0,0.586207,OB,S426,A100000,D100,R300,Sigma
0,0.586207,OB,S426,A100000,D100,R75,Sigma
0.175719,0.854167,OB,S426,A100000,D100,R1000,Taxator-tk
0.180952,0.825,OB,S426,A100000,D100,R150,Taxator-tk
0.183544,0.837209,OB,S426,A100000,D100,R300,Taxator-tk
0.191223,0.740741,OB,S426,A100000,D100,R75,Taxator-tk
0.0222222,0.790698,OB,S426,A1000000,D1,R1000,Centrifuge
0.0222222,0.804348,OB,S426,A1000000,D1,R150,Centrifuge
0.0222222,0.785714,OB,S426,A1000000,D1,R300,Centrifuge
0.0222222,0.804348,OB,S426,A1000000,D1,R75,Centrifuge
0.0464481,0.555556,OB,S426,A1000000,D1,R1000,Constrains
0.00852273,0.607143,OB,S426,A1000000,D1,R150,Constrains
0.0169014,0.59633,OB,S426,A1000000,D1,R300,Constrains
0.00569801,0.614035,OB,S426,A1000000,D1,R75,Constrains
0.0189873,0.880952,OB,S426,A1000000,D1,R1000,Kraken
0.0189873,0.875,OB,S426,A1000000,D1,R150,Kraken
0.0189873,0.879518,OB,S426,A1000000,D1,R300,Kraken
0.0189873,0.875,OB,S426,A1000000,D1,R75,Kraken
0.0707965,0.871795,OB,S426,A1000000,D1,R1000,MetaMix*
0.0652819,0.857143,OB,S426,A1000000,D1,R150,MetaMix*
0.0895954,0.857143,OB,S426,A1000000,D1,R300,MetaMix*
0.0735294,0.861111,OB,S426,A1000000,D1,R75,MetaMix*
0.0438356,0.542553,OB,S426,A1000000,D1,R1000,MetaPhlan2
0.00285714,0.574257,OB,S426,A1000000,D1,R150,MetaPhlan2
0.0141243,0.578431,OB,S426,A1000000,D1,R300,MetaPhlan2
0.00285714,0.57,OB,S426,A1000000,D1,R75,MetaPhlan2
0.00647249,0.963855,OB,S426,A1000000,D1,R1000,PathoScope2
0.00647249,0.964286,OB,S426,A1000000,D1,R150,PathoScope2
0.00647249,0.965517,OB,S426,A1000000,D1,R300,PathoScope2
0.00647249,0.965116,OB,S426,A1000000,D1,R75,PathoScope2
0,0.473118,OB,S426,A1000000,D1,R1000,Sigma
0,0.489583,OB,S426,A1000000,D1,R150,Sigma
0,0.484211,OB,S426,A1000000,D1,R300,Sigma
0,0.51,OB,S426,A1000000,D1,R75,Sigma
0.171975,0.757576,OB,S426,A1000000,D1,R1000,Taxator-tk
0.171975,0.68,OB,S426,A1000000,D1,R150,Taxator-tk
0.171975,0.724138,OB,S426,A1000000,D1,R300,Taxator-tk
0.174603,0.578947,OB,S426,A1000000,D1,R75,Taxator-tk
0.0222222,0.852459,OB,S426,A1000000,D10,R1000,Centrifuge
0.0222222,0.861538,OB,S426,A1000000,D10,R150,Centrifuge
0.0222222,0.852459,OB,S426,A1000000,D10,R300,Centrifuge
0.0222222,0.869565,OB,S426,A1000000,D10,R75,Centrifuge
0.0229885,0.666667,OB,S426,A1000000,D10,R1000,Constrains
0.00874636,0.675676,OB,S426,A1000000,D10,R150,Constrains
0.0144928,0.675676,OB,S426,A1000000,D10,R300,Constrains
0.00874636,0.675676,OB,S426,A1000000,D10,R75,Constrains
0.0189873,0.908257,OB,S426,A1000000,D10,R1000,Kraken
0.0189873,0.907407,OB,S426,A1000000,D10,R150,Kraken
0.0189873,0.908257,OB,S426,A1000000,D10,R300,Kraken
0.0189873,0.908257,OB,S426,A1000000,D10,R75,Kraken
0.0830861,0.945652,OB,S426,A1000000,D10,R1000,MetaMix*
0.0433437,0.951923,OB,S426,A1000000,D10,R150,MetaMix*
0.0664653,0.94898,OB,S426,A1000000,D10,R300,MetaMix*
0.0692771,0.947368,OB,S426,A1000000,D10,R75,MetaMix*
0.0201729,0.631579,OB,S426,A1000000,D10,R1000,MetaPhlan2
0.00293255,0.639175,OB,S426,A1000000,D10,R150,MetaPhlan2
0.00874636,0.642857,OB,S426,A1000000,D10,R300,MetaPhlan2
0.00293255,0.65,OB,S426,A1000000,D10,R75,MetaPhlan2
0.00647249,0.972973,OB,S426,A1000000,D10,R1000,PathoScope2
0.00647249,0.973684,OB,S426,A1000000,D10,R150,PathoScope2
0.00647249,0.973913,OB,S426,A1000000,D10,R300,PathoScope2
0.00647249,0.973913,OB,S426,A1000000,D10,R75,PathoScope2
0,0.586207,OB,S426,A1000000,D10,R1000,Sigma
0,0.586207,OB,S426,A1000000,D10,R150,Sigma
0,0.589744,OB,S426,A1000000,D10,R300,Sigma
0,0.589744,OB,S426,A1000000,D10,R75,Sigma
0.175719,0.857143,OB,S426,A1000000,D10,R1000,Taxator-tk
0.175719,0.825,OB,S426,A1000000,D10,R150,Taxator-tk
0.175719,0.837209,OB,S426,A1000000,D10,R300,Taxator-tk
0.175719,0.75,OB,S426,A1000000,D10,R75,Taxator-tk
0.0222222,0.854839,OB,S426,A1000000,D50,R1000,Centrifuge
0.0222222,0.861538,OB,S426,A1000000,D50,R150,Centrifuge
0.0222222,0.854839,OB,S426,A1000000,D50,R300,Centrifuge
0.0222222,0.873239,OB,S426,A1000000,D50,R75,Centrifuge
0.0144509,0.66055,OB,S426,A1000000,D50,R1000,Constrains
0.00872093,0.669643,OB,S426,A1000000,D50,R150,Constrains
0.00872093,0.669643,OB,S426,A1000000,D50,R300,Constrains
0.00872093,0.669643,OB,S426,A1000000,D50,R75,Constrains
0.0189873,0.90991,OB,S426,A1000000,D50,R1000,Kraken
0.0189873,0.908257,OB,S426,A1000000,D50,R150,Kraken
0.0189873,0.909091,OB,S426,A1000000,D50,R300,Kraken
0.0189873,0.908257,OB,S426,A1000000,D50,R75,Kraken
0.0707965,0.885417,OB,S426,A1000000,D50,R1000,MetaMix*
0.0425532,0.895238,OB,S426,A1000000,D50,R150,MetaMix*
0.0597015,0.89,OB,S426,A1000000,D50,R300,MetaMix*
0.0540541,0.891089,OB,S426,A1000000,D50,R75,MetaMix*
0.0115942,0.628866,OB,S426,A1000000,D50,R1000,MetaPhlan2
0.00292398,0.64,OB,S426,A1000000,D50,R150,MetaPhlan2
0.00292398,0.647059,OB,S426,A1000000,D50,R300,MetaPhlan2
0.00292398,0.64,OB,S426,A1000000,D50,R75,MetaPhlan2
0.00647249,0.972727,OB,S426,A1000000,D50,R1000,PathoScope2
0.00647249,0.973913,OB,S426,A1000000,D50,R150,PathoScope2
0.00647249,0.973913,OB,S426,A1000000,D50,R300,PathoScope2
0.00647249,0.973684,OB,S426,A1000000,D50,R75,PathoScope2
0,0.578947,OB,S426,A1000000,D50,R1000,Sigma
0,0.582609,OB,S426,A1000000,D50,R150,Sigma
0,0.578947,OB,S426,A1000000,D50,R300,Sigma
0,0.586207,OB,S426,A1000000,D50,R75,Sigma
0.175719,0.854167,OB,S426,A1000000,D50,R1000,Taxator-tk
0.175719,0.825,OB,S426,A1000000,D50,R150,Taxator-tk
0.175719,0.837209,OB,S426,A1000000,D50,R300,Taxator-tk
0.175719,0.740741,OB,S426,A1000000,D50,R75,Taxator-tk
0.0222222,0.857143,OB,S426,A1000000,D100,R1000,Centrifuge
0.0222222,0.865672,OB,S426,A1000000,D100,R150,Centrifuge
0.0222222,0.857143,OB,S426,A1000000,D100,R300,Centrifuge
0.0222222,0.873239,OB,S426,A1000000,D100,R75,Centrifuge
0.0116279,0.681416,OB,S426,A1000000,D100,R1000,Constrains
0.00874636,0.681416,OB,S426,A1000000,D100,R150,Constrains
0.00874636,0.681416,OB,S426,A1000000,D100,R300,Constrains
0.00874636,0.681416,OB,S426,A1000000,D100,R75,Constrains
0.0189873,0.908257,OB,S426,A1000000,D100,R1000,Kraken
0.0189873,0.908257,OB,S426,A1000000,D100,R150,Kraken
0.0189873,0.907407,OB,S426,A1000000,D100,R300,Kraken
0.0189873,0.908257,OB,S426,A1000000,D100,R75,Kraken
0.0776119,0.947368,OB,S426,A1000000,D100,R1000,MetaMix*
0.0462963,0.951923,OB,S426,A1000000,D100,R150,MetaMix*
0.0550459,0.95098,OB,S426,A1000000,D100,R300,MetaMix*
0.0803571,0.94382,OB,S426,A1000000,D100,R75,MetaMix*
0.00584795,0.65,OB,S426,A1000000,D100,R1000,MetaPhlan2
0.00584795,0.646465,OB,S426,A1000000,D100,R150,MetaPhlan2
0.00293255,0.653465,OB,S426,A1000000,D100,R300,MetaPhlan2
0.00584795,0.642857,OB,S426,A1000000,D100,R75,MetaPhlan2
0.00647249,0.972973,OB,S426,A1000000,D100,R1000,PathoScope2
0.00647249,0.973913,OB,S426,A1000000,D100,R150,PathoScope2
0.00647249,0.973684,OB,S426,A1000000,D100,R300,PathoScope2
0.00647249,0.973913,OB,S426,A1000000,D100,R75,PathoScope2
0,0.586207,OB,S426,A1000000,D100,R1000,Sigma
0,0.589744,OB,S426,A1000000,D100,R150,Sigma
0,0.589744,OB,S426,A1000000,D100,R300,Sigma
0,0.589744,OB,S426,A1000000,D100,R75,Sigma
0.175719,0.857143,OB,S426,A1000000,D100,R1000,Taxator-tk
0.175719,0.825,OB,S426,A1000000,D100,R150,Taxator-tk
0.175719,0.837209,OB,S426,A1000000,D100,R300,Taxator-tk
0.175719,0.740741,OB,S426,A1000000,D100,R75,Taxator-tk
0.0222222,0.790698,OB,S426,A10000000,D1,R1000,Centrifuge
0.0222222,0.8,OB,S426,A10000000,D1,R150,Centrifuge
0.0222222,0.785714,OB,S426,A10000000,D1,R300,Centrifuge
0.0222222,0.8125,OB,S426,A10000000,D1,R75,Centrifuge
0.00874636,0.686957,OB,S426,A10000000,D1,R1000,Constrains
0.00874636,0.686957,OB,S426,A10000000,D1,R150,Constrains
0.00874636,0.686957,OB,S426,A10000000,D1,R300,Constrains
0.00874636,0.686957,OB,S426,A10000000,D1,R75,Constrains
0.0189873,0.879518,OB,S426,A10000000,D1,R1000,Kraken
0.0189873,0.878049,OB,S426,A10000000,D1,R150,Kraken
0.0189873,0.878049,OB,S426,A10000000,D1,R300,Kraken
0.0189873,0.871795,OB,S426,A10000000,D1,R75,Kraken
0.00584795,0.678899,OB,S426,A10000000,D1,R1000,MetaPhlan2
0.00293255,0.675926,OB,S426,A10000000,D1,R150,MetaPhlan2
0.00584795,0.675926,OB,S426,A10000000,D1,R300,MetaPhlan2
0.00293255,0.678899,OB,S426,A10000000,D1,R75,MetaPhlan2
0.00647249,0.965116,OB,S426,A10000000,D1,R1000,PathoScope2
0.00647249,0.964706,OB,S426,A10000000,D1,R150,PathoScope2
0.00647249,0.965116,OB,S426,A10000000,D1,R300,PathoScope2
0.00647249,0.964286,OB,S426,A10000000,D1,R75,PathoScope2
0,0.478723,OB,S426,A10000000,D1,R1000,Sigma
0,0.505051,OB,S426,A10000000,D1,R150,Sigma
0,0.494845,OB,S426,A10000000,D1,R300,Sigma
0,0.524272,OB,S426,A10000000,D1,R75,Sigma
0.172524,0.766667,OB,S426,A10000000,D1,R1000,Taxator-tk
0.172524,0.708333,OB,S426,A10000000,D1,R150,Taxator-tk
0.172524,0.758621,OB,S426,A10000000,D1,R300,Taxator-tk
0.172524,0.588235,OB,S426,A10000000,D1,R75,Taxator-tk
0.0222222,0.85,OB,S426,A10000000,D10,R1000,Centrifuge
0.0222222,0.857143,OB,S426,A10000000,D10,R150,Centrifuge
0.0222222,0.85,OB,S426,A10000000,D10,R300,Centrifuge
0.0222222,0.869565,OB,S426,A10000000,D10,R75,Centrifuge
0.00874636,0.681416,OB,S426,A10000000,D10,R1000,Constrains
0.00874636,0.681416,OB,S426,A10000000,D10,R150,Constrains
0.00874636,0.681416,OB,S426,A10000000,D10,R300,Constrains
0.00874636,0.681416,OB,S426,A10000000,D10,R75,Constrains
0.0189873,0.909091,OB,S426,A10000000,D10,R1000,Kraken
0.0189873,0.909091,OB,S426,A10000000,D10,R150,Kraken
0.0189873,0.909091,OB,S426,A10000000,D10,R300,Kraken
0.0189873,0.909091,OB,S426,A10000000,D10,R75,Kraken
0.00584795,0.663462,OB,S426,A10000000,D10,R1000,MetaPhlan2
0.00293255,0.660194,OB,S426,A10000000,D10,R150,MetaPhlan2
0.00293255,0.660194,OB,S426,A10000000,D10,R300,MetaPhlan2
0.00293255,0.660194,OB,S426,A10000000,D10,R75,MetaPhlan2
0.00647249,0.972727,OB,S426,A10000000,D10,R1000,PathoScope2
0.00647249,0.974138,OB,S426,A10000000,D10,R150,PathoScope2
0.00647249,0.974138,OB,S426,A10000000,D10,R300,PathoScope2
0.00647249,0.974138,OB,S426,A10000000,D10,R75,PathoScope2
0,0.582609,OB,S426,A10000000,D10,R1000,Sigma
0,0.582609,OB,S426,A10000000,D10,R150,Sigma
0,0.582609,OB,S426,A10000000,D10,R300,Sigma
0,0.582609,OB,S426,A10000000,D10,R75,Sigma
0.175719,0.854167,OB,S426,A10000000,D10,R1000,Taxator-tk
0.175719,0.825,OB,S426,A10000000,D10,R150,Taxator-tk
0.175719,0.837209,OB,S426,A10000000,D10,R300,Taxator-tk
0.175719,0.740741,OB,S426,A10000000,D10,R75,Taxator-tk
0.0222222,0.854839,OB,S426,A10000000,D50,R1000,Centrifuge
0.0222222,0.861538,OB,S426,A10000000,D50,R150,Centrifuge
0.0222222,0.854839,OB,S426,A10000000,D50,R300,Centrifuge
0.0222222,0.873239,OB,S426,A10000000,D50,R75,Centrifuge
0.00874636,0.678571,OB,S426,A10000000,D50,R1000,Constrains
0.00874636,0.681416,OB,S426,A10000000,D50,R150,Constrains
0.00874636,0.675676,OB,S426,A10000000,D50,R300,Constrains
0.00874636,0.681416,OB,S426,A10000000,D50,R75,Constrains
0.0189873,0.909091,OB,S426,A10000000,D50,R1000,Kraken
0.0189873,0.908257,OB,S426,A10000000,D50,R150,Kraken
0.0189873,0.909091,OB,S426,A10000000,D50,R300,Kraken
0.0189873,0.908257,OB,S426,A10000000,D50,R75,Kraken
0.00293255,0.656863,OB,S426,A10000000,D50,R1000,MetaPhlan2
0.00584795,0.65,OB,S426,A10000000,D50,R150,MetaPhlan2
0.00293255,0.653465,OB,S426,A10000000,D50,R300,MetaPhlan2
0.00584795,0.65,OB,S426,A10000000,D50,R75,MetaPhlan2
0.00647249,0.973214,OB,S426,A10000000,D50,R1000,PathoScope2
0.00647249,0.973913,OB,S426,A10000000,D50,R150,PathoScope2
0.00647249,0.973913,OB,S426,A10000000,D50,R300,PathoScope2
0.00647249,0.973684,OB,S426,A10000000,D50,R75,PathoScope2
0,0.578947,OB,S426,A10000000,D50,R1000,Sigma
0,0.582609,OB,S426,A10000000,D50,R150,Sigma
0,0.575221,OB,S426,A10000000,D50,R300,Sigma
0,0.586207,OB,S426,A10000000,D50,R75,Sigma
0.175719,0.857143,OB,S426,A10000000,D50,R1000,Taxator-tk
0.175719,0.825,OB,S426,A10000000,D50,R150,Taxator-tk
0.175719,0.837209,OB,S426,A10000000,D50,R300,Taxator-tk
0.175719,0.75,OB,S426,A10000000,D50,R75,Taxator-tk
0.0222222,0.857143,OB,S426,A10000000,D100,R1000,Centrifuge
0.0222222,0.863636,OB,S426,A10000000,D100,R150,Centrifuge
0.0222222,0.857143,OB,S426,A10000000,D100,R300,Centrifuge
0.0222222,0.871429,OB,S426,A10000000,D100,R75,Centrifuge
0.00874636,0.681416,OB,S426,A10000000,D100,R1000,Constrains
0.00874636,0.684211,OB,S426,A10000000,D100,R150,Constrains
0.00874636,0.684211,OB,S426,A10000000,D100,R300,Constrains
0.00874636,0.684211,OB,S426,A10000000,D100,R75,Constrains
0.0189873,0.908257,OB,S426,A10000000,D100,R1000,Kraken
0.0189873,0.908257,OB,S426,A10000000,D100,R150,Kraken
0.0189873,0.908257,OB,S426,A10000000,D100,R300,Kraken
0.0189873,0.908257,OB,S426,A10000000,D100,R75,Kraken
0.00293255,0.656863,OB,S426,A10000000,D100,R1000,MetaPhlan2
0.00293255,0.65,OB,S426,A10000000,D100,R150,MetaPhlan2
0.00584795,0.656863,OB,S426,A10000000,D100,R300,MetaPhlan2
0.00293255,0.65,OB,S426,A10000000,D100,R75,MetaPhlan2
0.00647249,0.972727,OB,S426,A10000000,D100,R1000,PathoScope2
0.00647249,0.973913,OB,S426,A10000000,D100,R150,PathoScope2
0.00647249,0.973913,OB,S426,A10000000,D100,R300,PathoScope2
0.00647249,0.973913,OB,S426,A10000000,D100,R75,PathoScope2
0,0.586207,OB,S426,A10000000,D100,R1000,Sigma
0,0.586207,OB,S426,A10000000,D100,R150,Sigma
0,0.589744,OB,S426,A10000000,D100,R300,Sigma
0,0.589744,OB,S426,A10000000,D100,R75,Sigma
0.175719,0.857143,OB,S426,A10000000,D100,R1000,Taxator-tk
0.175719,0.825,OB,S426,A10000000,D100,R150,Taxator-tk
0.175719,0.837209,OB,S426,A10000000,D100,R300,Taxator-tk
0.175719,0.75,OB,S426,A10000000,D100,R75,Taxator-tk
